Make,Model,Price,Year,Kilometer,Fuel,Transmission,Location,Color,Owner,Seller,Engine,Power,Torque,Drivetrain,Length,Width,Height,Seats,Tank
Maruti Suzuki,Swift LXi,3010,2011,28513,Petrol,Manual,Ahmedabad,Others,First,Individual,1197,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
Renault,Kwid RXL [2015-2019],3050,2018,34800,Petrol,Manual,Jamshedpur,Red,First,Individual,799,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679,1579,1478,5,28
Honda,Brio S MT,3100,2014,49000,Petrol,Manual,Delhi,Brown,Second,Individual,1198,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3610,1680,1500,5,35
Maruti Suzuki,Wagon R LXI CNG (O),3100,2014,82000,CNG,Manual,Lucknow,White,First,Individual,998,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35
Maruti Suzuki,Wagon R VXI,3100,2015,45000,Petrol,Manual,Ranchi,Brown,First,Individual,998,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35
Maruti Suzuki,Wagon R LXI CNG,3100,2015,67738,CNG,Manual,Delhi,White,Second,Individual,998,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35
Hyundai,Eon 1.0 Kappa Magna + [2014-2016],3150,2013,45000,Petrol,Manual,Chennai,Grey,First,Individual,998,68 bhp @ 6200 rpm,94 Nm @ 3500 rpm,FWD,3515,1500,1510,5,32
Renault,Kwid RXT [2015-2019],3150,2017,15507,Petrol,Manual,Pune,Bronze,First,Individual,799,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679,1579,1478,5,28
Renault,Kwid RXT [2015-2019],3150,2017,15507,Petrol,Manual,Thane,Bronze,First,Individual,799,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679,1579,1478,5,28
Hyundai,i10 Sportz 1.2 Kappa2,3150,2012,75000,Petrol,Manual,Pune,White,First,Individual,1197,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35
Nissan,Sunny XL,3150,2012,57000,Petrol,Manual,Amritsar,White,First,Individual,1498,98 bhp @ 6000 rpm,134 Nm @ 4000 rpm,FWD,4425,1695,1505,5,41
Toyota,Etios Liva G,3150,2011,38091,Petrol,Manual,Mumbai,Red,First,Individual,1197,80 bhp @ 5600 rpm,104 Nm @ 3100 rpm,FWD,3775,1695,1510,5,45
Maruti Suzuki,Alto 800 Vxi,3190,2013,47800,Petrol,Manual,Dharwad,Red,First,Individual,796,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35
Renault,Kwid RXT [2015-2019],3190,2018,89059,Petrol,Manual,Zirakpur,Others,First,Individual,799,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679,1579,1478,5,28
Datsun,Redigo S 1.0 AMT [2018-2019],3200,2018,42313,Petrol,Automatic,Bangalore,Grey,Second,Individual,999,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3429,1560,1541,5,28
Maruti Suzuki,Eeco 5 STR [2014-2019],3200,2015,64000,Petrol,Manual,Ranchi,Blue,First,Individual,1196,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD,3675,1475,1800,5,40
Renault,Kwid RXT [2015-2019],3200,2016,64000,Petrol,Manual,Mohali,Silver,First,Individual,799,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679,1579,1478,5,28
Maruti Suzuki,Alto VXi,3200,2014,54000,Petrol,Manual,Mohali,White,First,Individual,998,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3620,1475,1460,5,35
Maruti Suzuki,Ritz Zxi BS-IV,3250,2013,23086,Petrol,Manual,Mumbai,Grey,First,Individual,1197,85 bhp @ 6000 rpm,113 Nm @ 4500 rpm,FWD,3775,1680,1620,5,43
Maruti Suzuki,Swift DZire VXI,3250,2012,68000,Petrol,Manual,Kanpur,White,Second,Individual,1197,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
Honda,Brio EX MT,3250,2014,43037,Petrol,Manual,Haldwani,Silver,First,Individual,1198,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3610,1680,1500,5,35
Maruti Suzuki,Wagon R LXI CNG,3250,2015,67738,CNG,Manual,Delhi,White,Second,Individual,998,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35
Hyundai,i10 Asta 1.2 AT with Sunroof,3250,2013,46721,Petrol,Automatic,Thane,Silver,Second,Individual,1197,80@5200,111@4000,FWD,3565,1595,1550,5,35
Toyota,Etios G,3250,2011,101347,Petrol,Manual,Pune,Red,Third,Individual,1496,90 bhp @ 5600 rpm,132 Nm @ 3000 rpm,FWD,4265,1695,1510,5,45
Nissan,Sunny XV Diesel,3250,2013,51000,Diesel,Manual,Zirakpur,Grey,First,Individual,1461,85 bhp @ 3750 rpm,200 Nm @ 2000 rpm,FWD,4425,1695,1505,5,41
Hyundai,i10 Magna 1.2 Kappa2,3250,2013,15780,Petrol,Manual,Thane,Red,First,Individual,1197,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35
Volkswagen,Polo GT TDI,3250,2013,76000,Diesel,Manual,Lucknow,White,First,Individual,1598,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,3970,1682,1453,5,45
Maruti Suzuki,Swift DZire ZDi BS-IV,3250,2010,82202,Diesel,Manual,Jalandhar,White,Second,Individual,1248,75@4000,190@2000,FWD,4160,1690,1530,5,43
Volkswagen,Polo Highline1.2L (P),3250,2013,53000,Petrol,Manual,Meerut,Red,Second,Individual,1198,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,3970,1682,1453,5,45
Honda,City 1.5 V AT,3250,2010,56000,Petrol,Automatic,Delhi,Gold,First,Individual,1497,118@6600,146@4600,FWD,4420,1695,1480,5,42
Honda,City 1.5 V AT,3250,2011,89000,Petrol,Automatic,Mumbai,Silver,Second,Individual,1497,118@6600,146@4600,FWD,4420,1695,1480,5,42
Hyundai,Eon Magna +,3250,2017,56000,Petrol,Manual,Dehradun,Silver,First,Individual,814,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3495,1550,1500,5,32
Maruti Suzuki,Swift VXi,3250,2012,30000,Petrol,Manual,Patna,Blue,First,Individual,1197,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
Maruti Suzuki,Wagon R LXI CNG (O),3250,2014,58000,CNG,Manual,Delhi,Red,Second,Individual,998,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35
Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],3280,2018,26807,Petrol,Manual,Mumbai,Black,Second,Individual,1196,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD,3675,1475,1800,5,40
Maruti Suzuki,Celerio VXi AMT,3290,2014,76116,Petrol,Automatic,Mumbai,Red,First,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35
Maruti Suzuki,Alto LXi CNG [2014-2018],3300,2017,63200,CNG,Manual,Pimpri-Chinchwad,Grey,First,Individual,998,58 bhp @ 6000 rpm,78 Nm @ 3500 rpm,FWD,3545,1490,1475,4,60
Hyundai,i10 Sportz 1.2 AT Kappa2,3350,2013,78301,Petrol,Automatic,Pune,Grey,Second,Individual,1197,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35
Datsun,Go Plus T,3350,2017,34000,Petrol,Manual,Lucknow,Brown,First,Individual,1198,67 bhp @ 5000 rpm,104 Nm @ 4000 rpm,FWD,3995,1635,1490,7,35
Hyundai,Grand i10 Magna U2 1.2 CRDi,3350,2016,64000,Diesel,Manual,Bulandshahar,White,Second,Individual,1186,74 bhp @ 4000 rpm,190 Nm @ 1750 rpm,FWD,3765,1660,1520,5,43
Honda,Brio VX AT,3350,2013,64418,Petrol,Automatic,Mumbai,Silver,Second,Individual,1198,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3610,1680,1500,5,35
Mercedes-Benz,E-Class 280 CDI Elegance,3350,2008,140987,Diesel,Automatic,Jalandhar,Gold,Second,Individual,2987,198@4000,456@1400,RWD,4818,1822,1420,5,80
Hyundai,i20 Magna 1.4 CRDI,3400,2013,98500,Diesel,Manual,Chandigarh,Silver,First,Individual,1336,89 bhp @ 4000 rpm,219.744 Nm @ 1500 rpm,FWD,3995,1710,1505,5,45
Maruti Suzuki,Swift VXi,3400,2013,66000,Petrol,Manual,Meerut,White,First,Individual,1197,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
Maruti Suzuki,Alto 800 Lxi,3400,2016,52303,Petrol,Manual,Bhopal,Grey,First,Commercial Registration,796,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35
Renault,Pulse RxL ABS Diesel [2015-2017],3400,2017,6000,Diesel,Manual,Kolkata,Maroon,First,Individual,1461,63 bhp @ 4000 rpm,160 Nm @ 2000 rpm,FWD,3805,1665,1525,5,41
Toyota,Corolla Altis 1.8 G,3400,2011,109000,Petrol,Manual,Mumbai,White,Second,Individual,1794,132@6000,170@4200,FWD,4540,1760,1480,5,55
Honda,Brio S MT,3410,2016,49000,Petrol,Manual,Mumbai,White,First,Individual,1198,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3610,1680,1500,5,35
Maruti Suzuki,Wagon R VXI,3450,2017,72019,Petrol,Manual,Ranchi,Silver,Second,Individual,998,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35
Maruti Suzuki,Wagon R LXI ABS,3450,2016,49857,Petrol,Manual,Faridabad,White,First,Individual,998,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35
Maruti Suzuki,Grand Vitara 2015 2.0 AT,3450,2007,92000,Petrol,Automatic,Mohali,Black,Third,Individual,1995,120@5500,170@3500,AWD,4470,1810,1695,5,66
Maruti Suzuki,Wagon R VXI,3450,2016,73190,Petrol,Manual,Nagpur,Grey,Second,Individual,998,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35
Volkswagen,Polo Comfortline 1.5L (D),3450,2015,70000,Diesel,Manual,Faridabad,Red,First,Individual,1498,89 bhp @ 4200 rpm,230 Nm @ 1500 rpm,FWD,3971,1682,1469,5,45
Datsun,Go T (O),3450,2019,60969,Petrol,Manual,Ranchi,Silver,First,Individual,1198,67 bhp @ 5000 rpm,104 Nm @ 4000 rpm,FWD,3785,1635,1485,5,35
Maruti Suzuki,Celerio VXi AMT,3450,2014,19000,Petrol,Automatic,Mumbai,Silver,Second,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35
Hyundai,Grand i10 Asta 1.1 CRDi [2013-2016],3450,2016,71000,Diesel,Manual,Kanpur,White,Second,Individual,1120,70 bhp @ 4000 rpm,160 Nm @ 1500 rpm,FWD,3765,1660,1520,5,43
Honda,Amaze 1.5 SX i-DTEC,3500,2014,110000,Diesel,Manual,Warangal,Black,First,Individual,1498,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,3990,1680,1505,5,35
Volkswagen,Polo Highline1.2L (D),3500,2014,111000,Diesel,Manual,Ambala Cantt,Blue,Second,Individual,1199,74 bhp @ 4200 rpm,180 Nm @ 2000 rpm,FWD,3970,1682,1453,5,45
Volkswagen,Vento Highline Diesel,3500,2013,78000,Diesel,Manual,Dehradun,White,Second,Individual,1598,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,4384,1699,1466,5,55
Hyundai,i10 Magna 1.2 Kappa2,3500,2011,21000,Petrol,Manual,Hyderabad,Red,First,Individual,1197,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35
Toyota,Etios Liva G,3500,2013,34000,Petrol,Manual,Pune,Black,First,Individual,1197,80 bhp @ 5600 rpm,104 Nm @ 3100 rpm,FWD,3775,1695,1510,5,45
Skoda,Rapid Ambition 1.6 TDI CR MT,3500,2012,130000,Diesel,Manual,Nashik,White,First,Individual,1598,105 bhp @ 4400 rpm,250 Nm @ 2500 rpm,FWD,4386,1699,1466,5,55
Ford,Fiesta Titanium Diesel,3500,2012,85000,Diesel,Manual,Jaipur,Silver,First,Individual,1498,89 bhp @ 3750 rpm,204 Nm @ 2000 rpm,FWD,4320,1764,1486,5,40
Honda,Brio V MT,3510,2014,39276,Petrol,Manual,Mumbai,Red,First,Individual,1198,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3610,1680,1500,5,35
Maruti Suzuki,Swift DZire VDI,3510,2013,42000,Diesel,Manual,Patna,White,First,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
Maruti Suzuki,Alto 800 Vxi (Airbag),3550,2020,40000,Petrol,Manual,Deoghar,White,First,Individual,796,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35
Maruti Suzuki,Swift VXi,3550,2014,68005,Petrol,Manual,Ranchi,White,First,Individual,1197,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
Hyundai,Eon 1.0 Kappa Magna AirBag,3600,2015,16205,Petrol,Manual,Pune,White,First,Individual,998,68 bhp @ 6200 rpm,94 Nm @ 3500 rpm,FWD,3515,1550,1510,5,32
Volkswagen,Vento Comfortline Petrol,3600,2013,58000,Petrol,Manual,Chandigarh,Bronze,First,Individual,1598,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4384,1699,1466,5,55
Nissan,Sunny XV Diesel,3600,2013,92000,Diesel,Manual,Lucknow,Grey,Second,Individual,1461,85 bhp @ 3750 rpm,200 Nm @ 2000 rpm,FWD,4425,1695,1505,5,41
Hyundai,i20 Sportz 1.4 CRDI,3600,2013,95610,Diesel,Manual,Rudrapur,White,Second,Individual,1336,89 bhp @ 4000 rpm,219.744 Nm @ 1500 rpm,FWD,3995,1710,1505,5,45
Volkswagen,Polo Highline1.2L (D),3650,2013,78000,Diesel,Manual,Jaipur,Silver,First,Individual,1199,74 bhp @ 4200 rpm,180 Nm @ 2000 rpm,FWD,3970,1682,1453,5,45
Honda,Brio S MT,3650,2014,31000,Petrol,Manual,Kharar,White,First,Individual,1198,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3610,1680,1500,5,35
Mahindra,Scorpio LX BS-III,3650,2009,90000,Diesel,Manual,Lucknow,Green,Second,Individual,2179,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD,4430,1817,1975,8,60
Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,3650,2014,76000,Petrol,Manual,Ernakulam,White,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Maruti Suzuki,Alto VXi AMT [2014-2018],3650,2015,20100,Petrol,Automatic,Pune,Red,First,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545,1490,1475,5,35
Maruti Suzuki,Swift DZire VDi,3650,2009,140000,Diesel,Manual,Coimbatore,White,Second,Individual,1248,75@4000,190@2000,FWD,4160,1690,1530,5,43
Honda,City 1.5 V MT,3650,2010,58424,Petrol,Manual,Hyderabad,Gold,First,Individual,1497,118@6600,146@4600,FWD,4420,1695,1480,5,42
Renault,Kwid 1.0 RXL [2017-2019],3650,2019,32000,Petrol,Manual,Mumbai,Brown,First,Individual,999,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3679,1579,1478,5,28
Maruti Suzuki,Swift VXi,3650,2013,68000,Petrol,Manual,Mumbai,Blue,First,Individual,1197,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
Maruti Suzuki,Wagon R LXI CNG (O),3650,2014,75693,CNG,Manual,Pune,Grey,Second,Individual,998,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35
Maruti Suzuki,Alto VXi [2014-2019],3690,2017,16800,Petrol,Manual,Mumbai,Grey,First,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545,1490,1475,5,35
Maruti Suzuki,Alto LXi CNG,3700,2019,47377,CNG,Manual,Delhi,Grey,First,Individual,998,58 bhp @ 6000 rpm,78 Nm @ 3500 rpm,FWD,3545,1490,1475,4,60
Hyundai,i10 Sportz 1.2 AT Kappa2,3700,2013,41000,Petrol,Automatic,Pune,White,First,Individual,1197,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35
Maruti Suzuki,Alto VXi [2014-2019],3700,2015,64000,Petrol,Manual,Mohali,Grey,First,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545,1490,1475,5,35
Honda,City 1.5 S MT,3750,2011,78000,Petrol,Manual,Pune,Bronze,First,Individual,1497,118@6600,146@4600,FWD,4420,1695,1480,5,42
Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],3750,2015,87500,Petrol,Manual,Gurgaon,Grey,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Renault,Kwid RXT Opt,3750,2019,55000,Petrol,Manual,Varanasi,Silver,First,Individual,799,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679,1579,1478,5,28
Volkswagen,Polo Comfortline 1.2L (P),3750,2013,39000,Petrol,Manual,Delhi,Red,First,Individual,1198,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,3970,1682,1453,5,45
Hyundai,i20 Sportz 1.2,3750,2013,29135,Petrol,Manual,Panchkula,White,First,Individual,1197,83 bhp @ 6000 rpm,113 Nm @ 4000 rpm,FWD,3995,1710,1505,5,45
Tata,Safari 2.2 EX 4x2,3750,2013,97000,Diesel,Manual,Ambala Cantt,Black,First,Individual,2179,138 bhp @ 4000 rpm,320 Nm @ 1700 rpm,RWD,4655,1965,1922,7,55
Renault,Kwid 1.0 RXT Edition,3750,2018,14000,Petrol,Manual,Mumbai,Green,First,Individual,999,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3679,1579,1478,5,28
Honda,Brio E MT,3750,2016,35134,Petrol,Manual,Delhi,Silver,First,Individual,1198,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3610,1680,1500,5,35
Fiat,Punto Active 1.3,3750,2014,71000,Diesel,Manual,Hyderabad,Maroon,First,Individual,1248,75 bhp @ 4000 rpm,197 Nm @ 1750 rpm,FWD,3987,1687,1495,5,45
Toyota,Corolla Altis 1.8 G,3750,2011,77000,Petrol,Manual,Faridabad,Silver,First,Individual,1794,132@6000,170@4200,FWD,4540,1760,1480,5,55
Maruti Suzuki,Wagon R LXI CNG,3750,2015,64000,CNG,Manual,Mumbai,Silver,First,Individual,998,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35
Maruti Suzuki,Swift VDi,3750,2011,120000,Diesel,Manual,Hyderabad,Silver,First,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3850,1695,1530,5,42
Tata,Tigor Revotron XM,3750,2018,48144,Petrol,Manual,Kolkata,Grey,First,Individual,1199,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD,3992,1677,1537,5,35
Honda,City 1.5 V MT,3750,2012,80350,Petrol,Manual,Mumbai,Silver,First,Individual,1497,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,FWD,4440,1695,1485,5,42
Hyundai,i10 Sportz 1.2 AT Kappa2,3750,2013,34000,Petrol,Automatic,Mumbai,Red,First,Individual,1197,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35
Hyundai,i20 Magna (O) 1.4 CRDI,3750,2012,82000,Diesel,Manual,Chandigarh,White,First,Individual,1336,89 bhp @ 4000 rpm,219.744 Nm @ 1500 rpm,FWD,3995,1710,1505,5,45
Renault,Kwid CLIMBER 1.0 [2017-2019],3750,2017,45000,Petrol,Manual,Bhubaneswar,Grey,UnRegistered Car,Individual,999,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3679,1579,1478,5,28
Maruti Suzuki,Celerio VXi AMT,3750,2014,35000,Petrol,Automatic,Delhi,Red,First,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35
Honda,City 1.5 E MT,3750,2013,86000,Petrol,Manual,Mumbai,Purple,Second,Individual,1497,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,FWD,4440,1695,1485,5,42
Tata,Tiago Revotron XT [2016-2019],3790,2018,29434,Petrol,Manual,Kolkata,Silver,Second,Individual,1047,69 bhp @ 4000 rpm,140 Nm @ 1800 rpm,FWD,3746,1647,1535,5,35
Maruti Suzuki,Wagon R VXI+ AMT,3800,2016,70000,Petrol,Automatic,Ahmedabad,Grey,First,Individual,998,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3636,1475,1670,5,35
Hyundai,Verna Fluidic 1.6 VTVT SX Opt,3800,2012,53000,Petrol,Manual,Mumbai,Grey,First,Corporate,1591,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43
Hyundai,i10 Asta 1.2 AT Kappa2 with Sunroof,3800,2013,57000,Petrol,Automatic,Kanpur,White,First,Individual,1197,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],3800,2015,55660,Petrol,Manual,Raipur,Grey,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Nissan,Sunny XV Diesel,3800,2013,35000,Diesel,Manual,Kanpur,Grey,First,Individual,1461,85 bhp @ 3750 rpm,200 Nm @ 2000 rpm,FWD,4425,1695,1505,5,41
Maruti Suzuki,Wagon R LXI CNG (O),3800,2018,68320,CNG,Manual,Faridabad,Silver,First,Individual,998,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35
Volkswagen,Polo Highline1.2L (P),3850,2013,65000,Petrol,Manual,Mumbai,White,First,Individual,1198,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,3970,1682,1453,5,45
Hyundai,i20 Magna 1.2,3850,2013,79287,Petrol,Manual,Kanpur,White,First,Individual,1197,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,FWD,3995,1710,1505,5,45
Honda,Amaze 1.5 SX i-DTEC,3850,2013,72567,Diesel,Manual,Samastipur,White,First,Individual,1498,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,3990,1680,1505,5,35
Maruti Suzuki,Swift VXi,3850,2011,69000,Petrol,Manual,Hyderabad,Silver,First,Individual,1197,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
Hyundai,i20 Magna 1.2,3850,2014,46000,Petrol,Manual,Hyderabad,Maroon,First,Individual,1197,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,FWD,3995,1710,1505,5,45
Hyundai,Verna Fluidic 1.6 VTVT SX,3850,2011,73000,Petrol,Manual,Delhi,Grey,First,Individual,1591,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43
Nissan,Terrano XL D Plus,3850,2013,72000,Diesel,Manual,Dehradun,Grey,Second,Individual,1461,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4331,1822,1671,5,50
Maruti Suzuki,Alto VXi (O),3900,2018,18000,Petrol,Manual,Lucknow,Silver,First,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545,1490,1475,5,35
Maruti Suzuki,Wagon R VXI,3900,2015,43297,Petrol,Manual,Kollam,Red,First,Individual,998,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35
Renault,Fluence 1.5 E4,3900,2013,62000,Diesel,Manual,Lucknow,Silver,First,Individual,1461,108 bhp @ 4000 rpm,240 Nm @ 1850 rpm,FWD,4618,1813,1488,5,67
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],3900,2014,57000,Petrol,Manual,Delhi,Grey,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Maruti Suzuki,Celerio LXi,3900,2014,49580,Petrol,Manual,Coimbatore,White,First,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35
Maruti Suzuki,Wagon R VXI,3900,2018,66794,Petrol,Manual,Kolkata,Others,First,Individual,998,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35
Hyundai,i10 Magna 1.2 Kappa2,3900,2015,49123,Petrol,Manual,Patna,White,First,Individual,1197,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35
Maruti Suzuki,Celerio VXi AMT,3900,2015,70000,Petrol,Automatic,Ahmedabad,White,First,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35
Toyota,Corolla Altis 1.8 G,3900,2009,68195,Petrol,Manual,Ahmedabad,White,First,Individual,1794,132@6000,170@4200,FWD,4540,1760,1480,5,55
Hyundai,Xcent S 1.1 CRDi (O),3900,2014,81000,Diesel,Manual,Lucknow,White,First,Individual,1120,71 bhp @ 4000 rpm,180 Nm @ 1750 rpm,FWD,3995,1660,1520,5,43
Renault,Kwid 1.0 RXL [2017-2019],3900,2018,47874,Petrol,Manual,Bangalore,Red,First,Individual,999,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3679,1579,1478,5,28
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],3900,2014,46000,Petrol,Manual,Pune,Orange,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Honda,Amaze 1.2 S AT i-VTEC,3900,2014,67000,Petrol,Automatic,Delhi,Red,First,Individual,1198,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990,1680,1505,5,35
Maruti Suzuki,Alto 800 Lxi CNG,3900,2019,56000,CNG,Manual,Ahmedabad,White,First,Individual,796,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35
Maruti Suzuki,Celerio ZXi [2017-2019],3910,2017,24000,Petrol,Manual,Patna,Silver,First,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35
Renault,Kwid 1.0 RXT Edition,3950,2018,75500,Petrol,Manual,Raipur,Blue,First,Individual,999,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3679,1579,1478,5,28
Honda,Amaze 1.2 S i-VTEC,3950,2014,44527,Petrol,Manual,Mumbai,Brown,First,Individual,1198,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990,1680,1505,5,35
